,C ID,C B1,C B2,C B3,C B4,C B5,C B6,C B7,C B8,F ID,F B1,F B2,F B3,F B4,F B5,F B6,F B7,F B8
169,418321152,107,3,25,21,0,0,0,0,435158803,179,4,7,5,193,255,255,255
170,418321152,141,3,25,21,0,0,0,0,435158803,146,68,7,5,193,255,255,255
171,418321152,160,3,25,21,0,0,0,0,435158803,115,132,7,5,193,255,255,255
172,418321152,195,3,25,21,0,0,0,0,435158803,82,196,7,5,193,255,255,255
173,418321152,222,3,25,21,0,0,0,0,435158803,48,196,7,5,193,255,255,255
174,418321152,243,3,25,21,0,0,0,0,435158803,21,4,134,3,193,255,255,255
175,418321152,25,8,25,21,0,0,0,0,435158803,252,195,6,0,192,255,255,255
176,418321152,46,8,25,21,0,0,0,0,435158803,252,131,130,1,193,255,255,255
177,418321152,84,8,25,21,0,0,0,0,435158803,252,131,4,5,193,255,255,255
178,418321152,107,8,25,21,0,0,0,0,435158803,28,196,5,5,193,255,255,255
179,418321152,148,8,25,21,0,0,0,0,435158803,60,68,6,5,193,255,255,255
180,418321152,170,8,25,21,0,0,0,0,435158803,98,132,6,5,193,255,255,255
181,418321152,210,8,25,21,0,0,0,0,435158803,129,196,6,5,193,255,255,255
182,418321152,236,8,25,21,0,0,0,0,435158803,163,196,6,5,193,255,255,255
183,418321152,32,5,25,21,0,0,0,0,435158803,200,4,7,5,193,255,255,255
184,418321152,44,5,25,21,0,0,0,0,435158803,228,196,133,3,193,255,255,255
185,418321152,83,5,25,21,0,0,0,0,435158803,255,4,133,3,193,255,255,255
186,418321152,108,5,25,21,0,0,0,0,435158803,24,133,133,3,193,255,255,255
187,418321152,151,5,25,21,0,0,0,0,435158803,51,133,133,3,193,255,255,255
188,418321152,175,5,25,21,0,0,0,0,435158803,80,5,7,4,193,255,255,255
189,418321152,215,5,25,21,0,0,0,0,435158803,109,69,6,4,193,255,255,255
190,418321152,239,5,25,21,0,0,0,0,435158803,143,69,7,4,193,255,255,255
191,418321152,27,6,25,21,0,0,0,0,435158803,171,197,6,4,193,255,255,255
192,418321152,51,6,25,21,0,0,0,0,435158803,205,133,135,4,193,255,255,255
193,418321152,92,6,25,21,0,0,0,0,435158803,240,5,7,4,193,255,255,255
194,418321152,115,6,25,21,0,0,0,0,435158803,11,134,7,5,193,255,255,255
195,418321152,158,6,25,21,0,0,0,0,435158803,48,134,6,4,193,255,255,255
196,418321152,181,6,25,21,0,0,0,0,435158803,78,134,135,4,193,255,255,255
197,418321152,221,6,25,21,0,0,0,0,435158803,109,6,7,4,193,255,255,255
198,418321152,245,6,25,21,0,0,0,0,435158803,146,134,135,4,193,255,255,255
199,418321152,26,7,25,21,0,0,0,0,435158803,174,6,7,4,193,255,255,255
200,418321152,51,7,25,21,0,0,0,0,435158803,207,134,135,4,193,255,255,255
201,418321152,82,7,25,21,0,0,0,0,435158803,241,6,7,4,193,255,255,255
202,418321152,121,7,25,21,0,0,0,0,435158803,10,71,7,4,193,255,255,255
203,418321152,143,7,25,21,0,0,0,0,435158803,45,199,135,4,193,255,255,255
204,418321152,173,7,25,21,0,0,0,0,435158803,77,7,7,4,193,255,255,255
205,418321152,207,7,25,21,0,0,0,0,435158803,105,7,7,4,193,255,255,255
206,418321152,230,7,25,21,0,0,0,0,435158803,138,71,7,4,193,255,255,255
207,418321152,9,16,25,21,0,0,0,0,435158803,164,199,6,4,193,255,255,255
208,418321152,29,16,25,21,0,0,0,0,435158803,194,135,133,3,201,255,255,255
209,418321152,60,16,25,21,0,0,0,0,435158803,215,71,5,0,200,255,255,255
210,418321152,89,16,25,21,0,0,0,0,435158803,218,135,2,0,200,255,255,255
211,418321152,107,16,25,21,0,0,0,0,435158803,218,7,0,0,200,255,255,255
212,418321152,134,16,25,21,0,0,0,0,435158803,218,7,0,0,200,255,255,255
213,418321152,155,16,25,21,0,0,0,0,435158803,220,71,0,0,200,255,255,255
214,418321152,183,16,25,21,0,0,0,0,435158803,218,7,0,0,200,255,255,255
215,418321152,199,16,25,21,0,0,0,0,435158803,218,7,0,0,200,255,255,255
216,418321152,226,16,25,21,0,0,0,0,435158803,218,7,0,0,200,255,255,255
217,418321152,241,16,25,21,0,0,0,0,435158803,218,7,0,0,200,255,255,255
218,418321152,7,9,25,21,0,0,0,0,435158803,220,7,0,0,200,255,255,255
219,418321152,25,9,25,21,0,0,0,0,435158803,218,71,128,1,193,255,255,255
220,418321152,42,9,25,21,0,0,0,0,435158803,241,199,5,5,193,255,255,255
221,418321152,128,9,25,21,0,0,0,0,435158803,14,8,7,5,193,255,255,255
222,418321152,76,9,25,21,0,0,0,0,435158803,49,72,7,5,193,255,255,255
223,418321152,91,9,25,21,0,0,0,0,435158803,85,136,7,5,193,255,255,255
224,418321152,107,9,25,21,0,0,0,0,435158803,114,200,7,5,193,255,255,255
225,418321152,118,9,25,21,0,0,0,0,435158803,149,200,7,5,193,255,255,255
226,418321152,133,9,25,21,0,0,0,0,435158803,184,200,7,5,193,255,255,255
227,418321152,142,9,25,21,0,0,0,0,435158803,213,200,7,5,193,255,255,255
228,418321152,152,9,25,21,0,0,0,0,435158803,250,200,7,5,193,255,255,255
229,418321152,164,9,25,21,0,0,0,0,435158803,26,9,8,5,193,255,255,255
230,418321152,169,9,25,21,0,0,0,0,435158803,56,201,7,5,193,255,255,255
231,418321152,178,9,25,21,0,0,0,0,435158803,92,9,136,4,193,255,255,255
232,418321152,182,9,25,21,0,0,0,0,435158803,122,137,134,3,193,255,255,255
233,418321152,188,9,25,21,0,0,0,0,435158803,146,201,133,3,193,255,255,255
234,418321152,191,9,25,21,0,0,0,0,435158803,169,201,133,3,193,255,255,255
235,418321152,194,9,25,21,0,0,0,0,435158803,182,73,5,0,192,255,255,255
236,418321152,195,9,25,21,0,0,0,0,435158803,181,137,3,0,192,255,255,255
237,418321152,195,9,25,21,0,0,0,0,435158803,181,9,0,0,192,255,255,255
238,418321152,195,9,25,21,0,0,0,0,435158803,182,73,0,0,192,255,255,255
239,418321152,193,9,25,21,0,0,0,0,435158803,182,9,0,0,192,255,255,255
240,418321152,190,9,25,21,0,0,0,0,435158803,181,9,0,0,192,255,255,255
241,418321152,187,9,25,21,0,0,0,0,435158803,181,9,0,0,192,255,255,255
242,418321152,182,9,25,21,0,0,0,0,435158803,181,9,0,0,192,255,255,255
243,418321152,174,9,25,21,0,0,0,0,435158803,182,9,0,0,192,255,255,255
244,418321152,169,9,25,21,0,0,0,0,435158803,181,9,0,0,192,255,255,255
245,418321152,159,9,25,21,0,0,0,0,435158803,182,9,0,0,192,255,255,255
246,418321152,152,9,25,21,0,0,0,0,435158803,181,9,128,1,193,255,255,255
247,418321152,142,9,25,21,0,0,0,0,435158803,182,9,130,3,193,255,255,255
248,418321152,0,9,25,21,0,0,0,0,435158803,162,73,131,3,193,255,255,255
249,418321152,116,9,25,21,0,0,0,0,435158803,129,9,7,5,193,255,255,255
250,418321152,102,9,25,21,0,0,0,0,435158803,119,201,5,0,192,255,255,255
251,418321152,91,9,25,21,0,0,0,0,435158803,118,73,130,1,193,255,255,255
252,418321152,76,9,25,21,0,0,0,0,435158803,104,9,7,0,192,255,255,255
253,418321152,58,9,25,21,0,0,0,0,435158803,98,73,4,3,193,255,255,255
254,418321152,43,9,25,21,0,0,0,0,435158803,74,201,133,3,193,255,255,255
255,418321152,22,9,25,21,0,0,0,0,435158803,54,137,7,0,192,255,255,255
256,418321152,5,9,25,21,0,0,0,0,435158803,48,137,4,3,193,255,255,255
257,418321152,241,16,25,21,0,0,0,0,435158803,25,201,133,3,193,255,255,255
258,418321152,221,16,25,21,0,0,0,0,435158803,15,137,5,0,200,255,255,255
259,418321152,200,16,25,21,0,0,0,0,435158803,15,137,3,0,200,255,255,255
260,418321152,172,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
261,418321152,148,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
262,418321152,131,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
263,418321152,100,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
264,418321152,82,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
265,418321152,51,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
266,418321152,29,16,25,21,0,0,0,0,435158803,14,9,0,0,200,255,255,255
267,418321152,2,16,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
268,418321152,230,7,25,21,0,0,0,0,435158803,15,9,0,0,200,255,255,255
269,418321152,203,7,25,21,0,0,0,0,435158803,15,73,128,1,193,255,255,255
270,418321152,165,7,25,21,0,0,0,0,435158803,255,200,5,5,193,255,255,255
271,418321152,137,7,25,21,0,0,0,0,435158803,222,72,7,5,193,255,255,255
272,418321152,114,7,25,21,0,0,0,0,435158803,188,8,8,5,193,255,255,255
273,418321152,83,7,25,21,0,0,0,0,435158803,161,8,8,5,193,255,255,255
274,418321152,44,7,25,21,0,0,0,0,435158803,125,72,8,5,193,255,255,255
275,418321152,22,7,25,21,0,0,0,0,435158803,94,72,8,5,193,255,255,255
276,418321152,237,6,25,21,0,0,0,0,435158803,63,72,8,5,193,255,255,255
277,418321152,214,6,25,21,0,0,0,0,435158803,28,72,8,5,193,255,255,255
278,418321152,171,6,25,21,0,0,0,0,435158803,252,71,8,5,193,255,255,255
279,418321152,149,6,25,21,0,0,0,0,435158803,220,71,8,5,193,255,255,255
280,418321152,111,6,25,21,0,0,0,0,435158803,183,71,8,5,193,255,255,255
281,418321152,81,6,25,21,0,0,0,0,435158803,152,71,8,5,193,255,255,255
282,418321152,43,6,25,21,0,0,0,0,435158803,120,7,8,5,193,255,255,255
283,418321152,32,6,25,21,0,0,0,0,435158803,85,7,8,5,193,255,255,255
284,418321152,241,5,25,21,0,0,0,0,435158803,55,7,8,5,193,255,255,255
285,418321152,200,5,25,21,0,0,0,0,435158803,21,7,8,5,193,255,255,255
286,418321152,175,5,25,21,0,0,0,0,435158803,245,6,8,5,193,255,255,255
287,418321152,132,5,25,21,0,0,0,0,435158803,215,6,8,5,193,255,255,255
288,418321152,108,5,25,21,0,0,0,0,435158803,181,6,8,5,193,255,255,255
289,418321152,68,5,25,21,0,0,0,0,435158803,147,6,8,5,193,255,255,255
290,418321152,34,5,25,21,0,0,0,0,435158803,117,6,8,5,193,255,255,255
291,418321152,11,5,25,21,0,0,0,0,435158803,80,6,8,5,193,255,255,255
292,418321152,227,8,25,21,0,0,0,0,435158803,49,6,8,5,193,255,255,255
293,418321152,201,8,25,21,0,0,0,0,435158803,25,198,5,1,193,255,255,255
294,418321152,168,8,25,21,0,0,0,0,435158803,20,198,5,5,193,255,255,255
295,418321152,133,8,25,21,0,0,0,0,435158803,51,70,6,5,193,255,255,255
296,418321152,107,8,25,21,0,0,0,0,435158803,87,134,6,5,193,255,255,255
297,418321152,70,8,25,21,0,0,0,0,435158803,118,198,6,5,193,255,255,255
298,418321152,47,8,25,21,0,0,0,0,435158803,153,6,7,5,193,255,255,255
299,418321152,9,8,25,21,0,0,0,0,435158803,189,70,7,5,193,255,255,255
300,418321152,235,3,25,21,0,0,0,0,435158803,218,70,7,5,193,255,255,255
301,418321152,216,3,25,21,0,0,0,0,435158803,247,70,5,1,193,255,255,255
302,418321152,178,3,25,21,0,0,0,0,435158803,248,134,5,5,193,255,255,255
303,418321152,159,3,25,21,0,0,0,0,435158803,222,134,6,5,193,255,255,255
304,418321152,123,3,25,21,0,0,0,0,435158803,187,70,7,5,193,255,255,255
305,418321152,104,3,25,21,0,0,0,0,435158803,156,134,7,5,193,255,255,255
306,418321152,82,3,25,21,0,0,0,0,435158803,123,6,8,5,193,255,255,255
307,418321152,49,3,25,21,0,0,0,0,435158803,88,6,8,5,193,255,255,255
308,418321152,25,3,25,21,0,0,0,0,435158803,59,6,8,5,193,255,255,255
309,418321152,3,3,25,21,0,0,0,0,435158803,25,6,8,5,193,255,255,255
310,418321152,243,4,25,21,0,0,0,0,435158803,247,5,8,5,193,255,255,255
311,418321152,215,4,25,21,0,0,0,0,435158803,216,5,8,5,193,255,255,255
312,418321152,200,4,25,21,0,0,0,0,435158803,181,5,8,5,193,255,255,255
313,418321152,175,4,25,21,0,0,0,0,435158803,146,197,7,5,193,255,255,255
314,418321152,160,4,25,21,0,0,0,0,435158803,115,197,7,5,193,255,255,255
315,418321152,138,4,25,21,0,0,0,0,435158803,80,197,7,5,193,255,255,255
316,418321152,124,4,25,21,0,0,0,0,435158803,48,197,7,5,193,255,255,255
317,418321152,107,4,25,21,0,0,0,0,435158803,18,197,7,5,193,255,255,255
318,418321152,93,4,25,21,0,0,0,0,435158803,237,196,7,5,193,255,255,255
319,418321152,75,4,25,21,0,0,0,0,435158803,206,132,7,5,193,255,255,255
320,418321152,66,4,25,21,0,0,0,0,435158803,176,196,7,5,193,255,255,255
321,418321152,52,4,25,21,0,0,0,0,435158803,141,196,135,4,193,255,255,255
322,418321152,42,4,25,21,0,0,0,0,435158803,110,132,134,3,193,255,255,255
323,418321152,29,4,25,21,0,0,0,0,435158803,85,196,133,3,193,255,255,255
324,418321152,23,4,25,21,0,0,0,0,435158803,64,68,133,3,193,255,255,255
325,418321152,12,4,25,21,0,0,0,0,435158803,36,132,5,0,192,255,255,255
326,418321152,6,4,25,21,0,0,0,0,435158803,31,68,4,3,193,255,255,255
327,418321152,0,2,25,21,0,0,0,0,435158803,15,68,6,0,192,255,255,255
328,418321152,252,2,25,21,0,0,0,0,435158803,11,196,3,3,193,255,255,255
329,418321152,248,2,25,21,0,0,0,0,435158803,238,131,7,5,193,255,255,255
330,418321152,246,2,25,21,0,0,0,0,435158803,205,131,7,5,193,255,255,255
331,418321152,244,2,25,21,0,0,0,0,435158803,174,195,7,5,193,255,255,255
332,418321152,244,2,25,21,0,0,0,0,435158803,138,195,7,5,193,255,255,255
333,418321152,244,2,25,21,0,0,0,0,435158803,107,131,7,5,193,255,255,255
334,418321152,246,2,25,21,0,0,0,0,435158803,75,195,7,5,193,255,255,255
335,418321152,248,2,25,21,0,0,0,0,435158803,43,3,134,3,193,255,255,255
336,418321152,253,2,25,21,0,0,0,0,435158803,23,131,133,3,193,255,255,255
337,418321152,2,4,25,21,0,0,0,0,435158803,6,131,5,0,192,255,255,255
